id,head,rel,tail,confidence,sentence,time,subject,paper_id
299681,framework,develop,Rubin,0.9314904193639496,"I also discuss the potential outcome framework developed by Rubin and coauthors, building on work by Neyman",2019,Maths_Biology,7596561.0
299691,Mean Reciprocal Rank,order,probability,0.9344893211562376,"96% for the Mean Reciprocal Rank index (a statistical measure for evaluating any process that produces a list of responses, ordered by probability of correctness) and 105",2019,Maths_Biology,7685148.0
299694,combination,not result,improved accuracy,0.8552183081138025,Results show that combination of two sensors does not necessarily result in an improved accuracy,2019,Engineer_Info-science,5484789.0
299697,instruments,couple,interface,0.896604430840561,These component instruments may be played separately or coupled from a keyboard interface,2019,Engineer_Info-science,5501299.0
299699,memories,relate,condition,0.9111779447320654,"However, there is no preclinical studies addressing the involvement of these receptors on abnormal fear memories related to diabetic condition",2019,Biology_Education,14714173.0
299704,description,vary significantly depend,system,0.9256263201643982,"In addition, the description of test cases vary significantly depending on the system to be tested and the respective test level",2019,Maths_Biology,7780570.0
299706,proposed methodology,have,performance,0.9159477201647642,"The comparison shows that the proposed methodology has a stable performance and can predict the remaining useful life of an individual system accurately, in the presence of multiple failure modes",2019,Engineer_Info-science,5524999.0
299713,paper,provide,framework,0.9030401971054748,"This paper provides a framework in order to statistically model sequences from human genome, which is allowing a formulation to synthesize gene sequences",2019,Maths_Biology,7841603.0
299714,thermal sensors,achieve,higher accuracy,0.8876082651439079,"Here, we demonstrate that including thermal sensors achieves higher accuracy in position tracking when compared against inertial measurement unit and proximity sensor data alone",2019,Engineer_Info-science,5568989.0
299715,development,significantly disturb,symptoms,0.9186941924198344,Such integrity of development can be significantly disturbed by the symptoms,2019,Biology_Education,15231236.0
299717,book,demonstrate,energy storage technology,0.8817598924294554,"We hope this book can demonstrate advances in battery and energy storage technology as well as give references to the researchers, students and other related people",2019,Engineer_Info-science,5569973.0
299719,ARIMA,implement,component,0.9153167525766815,"Next, a statistical modeling, ARIMA-GARCH, is implemented on trend component exhibiting heteroskedasticity, autoregressive integrated moving average (ARIMA) to capture the linear characteristics of the sequence and later, generalized autoregressive condit",2019,Maths_Biology,7841603.0
299721,group differences,find,identification,0.9111779447320654,"No group differences were found in measures of emotion-identification, selective-attention (focusing on one target-channel) and integration",2019,Biology_Education,15543560.0
299722,genome sequence,regard,statistical features,0.859811354567563,This modeling approach synthesizes a given genome sequence regarding to its statistical features,2019,Maths_Biology,7841603.0
299740,extreme values,show,negative effects,0.6601056213946704,"By itself, RH did not significantly affect those variables, although its extreme values showed slight negative effects",2019,Maths_Biology,7899092.0
299741,perception,negatively correlate,adaptability,0.9111779447320654,"01), and the stress perception was negatively correlated with the adaptability (r=-0",2019,Biology_Education,16580110.0
299745,work,adopt,algorithm,0.9111779447320654,The proposed work adopts the algorithm by modifying the team formation step for solving real-time task scheduling problem in heterogeneous multiprocessors,2019,Engineer_Info-science,5695243.0
299747,trainers,have,procedures,0.9030401971054748,The trainers have much understood and competent in the training aims and procedures,2019,Biology_Education,17152118.0
299749,trainers,not master in present,training,0.8776011732811596,"Nevertheless, some trainers were not mastering in presenting training material",2019,Biology_Education,17152118.0
299750,strategy,implement,practice,0.8776011732811596,Several risk metrics also indicated that this strategy can be implemented in practice,2019,Maths_Biology,7932277.0
299754,assessment,perform,simulator,0.9030401971054748,This assessment was performed in simulator,2019,Engineer_Info-science,5699635.0
299758,limitation,feed,counter,0.9111779447320654,This epistemic limitation feeds on the lack of a strong counter-concept,2019,Biology_Education,19642050.0
299763,multiple,use,longitudinal study,0.9256263201643982,"Furthermore, multiple mixed-effects models were used in a longitudinal study which lasted 4 years",2019,Maths_Biology,8034285.0
299771,distortions,find,iteration,0.8942434158739456,"In this paper, we present a novel ACE technique by iterating in both positive and negative directions, referring to distortions found in the last iteration",2019,Maths_Biology,8072250.0
299773,algorithm,optimize,factor,0.896604430840561,A novel algorithm is proposed to optimize power split factor in order to improve fairness of outage performance between users,2019,Engineer_Info-science,5740947.0
299777,factors,increase,likelihood,0.9030401971054748,"Based on an extensive literature review and validation through expert judgment, a framework consisting of 33 factors increasing the likelihood of success was developed",2019,Maths_Biology,8114461.0
299779,interface,control,motion,0.896604430840561,The results demonstrate that the pedal interface can be used to control a robot for complex motion tasks,2019,Engineer_Info-science,5748718.0
299784,biases,influence,judgment,0.8776011732811596,"Through the quantitative analysis of the Home Circuit evidence, I show that personal, cultural and contextual biases influenced the matron judgment",2019,Biology_Education,27045311.0
299786,transfers,lead,increase,0.9082029466707026,"An analysis of the mechanisms driving these results reveals that both transfers led to an increase in child labor, which is likely detrimental to learning",2019,Biology_Education,27245862.0
299788,inequality,give,Theorem,0.9180804252893388,An important application of the inequality given in Theorem 2,2019,Maths_Biology,8138411.0
299790,conference,bring,transportation,0.9990000128746032,"The 2018 Rail~Volution conference brought together 1,000 transportation stakeholders to discuss transportation challenges and solutions",2019,Engineer_Info-science,5752630.0
299791,inequalities,propose,paper,0.9030401971054748,"Many known inequalities can also be directly calculated by the inequalities proposed in this paper, and the calculation is simple and convenient",2019,Maths_Biology,8138411.0
299793,Internal control,aim,secure,0.7244373565482595,Internal control aims to secure,2019,Engineer_Info-science,5753429.0
299794,repeated measures,apply,statistical comparisons,0.9487946217122896,"For statistical comparisons, repeated measures analysis of covariance and paired t-tests were applied",2019,Maths_Biology,8141432.0
299795,research,present,Method,0.8961335868436368,"ABSTRACT The research presents a study about the Montessori Method and the child cognitive development, demonstrating the method attributions for this development",2019,Biology_Education,29506837.0
299796,company,test,correctness,0.926856165049625,"the company's assets, test the accuracy and correctness of accounting data,",2019,Engineer_Info-science,5753429.0
299799,Students,report,experiences,0.8942434158739456,"Students reported overall positive experiences and plans to continue in their curriculum to graduation, as well as some ATC and CU students changing their career direction to include global health initiatives",2019,Biology_Education,29726530.0
299802,deception,positively relate,scores,0.9250606141558616,"Conclusions: Socially desirable responding and, especially, self-deception are positively related to high scores in SOC among men but not among women",2019,Biology_Education,39244634.0
299809,control group,complete,object names,0.972498026193658,"In Experiment 1, a control group completed a free recall test for the object names while the experimental group completed a 4-alternative forced-choice recognition test for the studied pictures and provided confidence judgments in their recognition decisi",2019,Maths_Biology,8272768.0
299816,findings,provide,support,0.9030401971054748,"While the findings provide some support for feasibility, acceptability, and safety, service improvements are needed",2019,Engineer_Info-science,5794894.0
299819,inequality,appear,work,0.944202714291666,"This inequality first appeared in the work of Talagrand, and alternative proofs are due to Temlyakov and Bilyk & Feldheim (who showed that the supremum equals \(n+1\) in all cases)",2019,Maths_Biology,8309655.0
299824,results,suffer,publication bias,0.9111779447320654,"However, the reported results are suffered from the publication bias due to the preference for significant estimates and favored results",2019,Maths_Biology,8381400.0
299828,wireless,carry,person,0.913197594301744,The system consists of a radar node attached to the robot and an active portable wireless beacon that is carried by the person,2019,Engineer_Info-science,5817525.0
299829,education,require,recognition,0.8942434158739456,So that education is required recognition aedes mosquito larvae aegpty in order to solve the problems of dengue fever in the neighborhood these schools,2019,Biology_Education,65316926.0
299830,Hypotheses,use,statistics,0.9180804252893388,Hypotheses test used T-statistics and F-statistics at level significance 5%,2019,Maths_Biology,8382097.0
299832,equilibria,n away,factor,0.9357211141152668,"In contrast, worst-case strong equilibria can be a factor of $\Omega(n)$ away from optimal, and, in general, computing a best response is an NP-hard problem",2019,Maths_Biology,8385183.0
299833,Objectives,increase,awareness,0.9387161457961531,"Objectives of the activities it is will increase people awareness schools from students, teachers and parents in handling the larva mensukseskan eradication aegpty so the dengue fever can be reduced in the rainy especially",2019,Biology_Education,65316926.0
299836,Sinusoidal,utilize,positioning systems,0.8700911866393585,Sinusoidal optical encoders are widely utilized in precision positioning systems,2019,Engineer_Info-science,5839121.0
299839,Data,analyze,test,0.905266966953926,"Data was analyzed with statistics methods to find the mean, standard deviation and t-test",2019,Maths_Biology,8400243.0
299845,period,base,stability,0.9030401971054748,This period is based on stability tests and assumes that the user will maintain the storage and transport conditions defined,2019,Engineer_Info-science,5869506.0
299848,they,have,threshold voltage,0.5102200728459018,"However, they commonly have low gate threshold voltage, suffering from susceptibility to the false triggering",2019,Engineer_Info-science,5869555.0
299852,independence,know,random variables,0.9339862216393666,"Then we formulate and prove the free analogue of HV independence property, which is known for classical Kummer and Gamma random variables",2019,Maths_Biology,8495513.0
299855,paper,describe,models,0.9030401971054748,This paper describes how to build models that make accurate predictions while still ensuring that the penalties for a negative outcome do not disadvantage different groups disproportionately,2019,Maths_Biology,8535677.0
299856,Teller Machine,localize,Sao Paulo city,0.9478470330962248,The Automated Teller Machine (ATM) is used by millions of people as an alternative to gain time instead of using traditional banking systems in Brazil and ATMs are frequently localized in Sao Paulo city around the hospitals,2019,Engineer_Info-science,5931538.0
299863,reader,keep,mind,0.9030401971054748,"Throughout the chapter, we will refer to airline applications, but the reader should keep in mind that the models apply more generally",2019,Engineer_Info-science,5990334.0
299869,novel,develop,exchange,0.9052256377408016,"To solve the scheduling problem, a novel hierarchical distributed EV charging scheduling (HDEVCS) is developed as the \textit{exchange problem}, where the agents are clustered based on their coupling constraints",2019,Engineer_Info-science,6053704.0
299872,electricity demand,determine,step,0.9568176656723892,"In the first step, the electricity demand of the CNEA was determined, the electric bill was the source of information",2019,Engineer_Info-science,6058466.0
299873,intensity information,use,object segmentation,0.9355442627516652,"In dental panoramic radiographs, grey-level intensity information has been widely used for object segmentation in digital image",2019,Biology_Info-science,41348.0
299874,models,break down,attacks,0.8772656277736296,"Further, training against less expensive and therefore weaker adversaries produces models that are robust against weak attacks but break down under attacks that are stronger",2019,Maths_Biology,8677374.0
299883,siswa dengan,kelas,yang berjumlah,0.99099999666214,Sampel yang diambil adalah seluruh siswa kelas IV yang berjumlah 21 siswa dengan menggunakan teknik sampling Non Probability Sampling,2019,Maths_Biology,8714053.0
299885,imaging data,link,tools,0.9574100338577816,"By using the automated and manual tools, multiple imaging data stored on the DPS can be linked to the corresponding specimen in STARLIMS",2019,Biology_Info-science,53151.0
299886,policy,learn,agent,0.9030401971054748,This graph summarizes the policy learned by the agent,2019,Maths_Biology,8725598.0
299888,sensor,reach,detection limit,0.6381012045821894,Our sensor reaches the lower detection limit of 0,2019,Engineer_Info-science,6111578.0
299890,system,control,decisions,0.913197594301744,"The scheme makes matching decisions in a specially constructed virtual system, which in turn controls decisions in the physical system",2019,Engineer_Info-science,6116271.0
299893,study,aim,determine,0.7244373565482595,This study aims to determine how the role of the Pekanbaru transportation agency in fostering parking attendants,2019,Engineer_Info-science,6122606.0
299901,problem,involve,medical images,0.9320111551042786,"We analyze proposed sparsity-aware network building blocks, evaluate our method on public domain imaging datasets, and conclude by showing that our method enables imputation in an important real-world problem involving medical images",2019,Biology_Info-science,79356.0
299903,influences,ladybeetle,suppression,0.8776011732811596,"Second, we measured how pollen influences ladybeetle prey suppression when numerical responses were possible",2019,Maths_Biology,8775057.0
299905,transmission,become,objectives,0.9266232318014764,Task transmission becomes the main line of activities and task objectives are constantly overhead,2019,Engineer_Info-science,6133978.0
299906,Data collection techniques,use,questionnaires,0.9329286852051248,"Data collection techniques using questionnaires, while data analysis techniques using multiple linear regression analysis",2019,Maths_Biology,8775147.0
299917,model predictive controller,design,stage,0.943891036157082,"In the second stage, the model predictive controller is designed based on the predicted inputs and outputs of the system",2019,Engineer_Info-science,6172511.0
299920,data,contaminate,polarization,0.8466416222141189,"Polarimetric synthetic aperture radar (SAR) data are inevitably contaminated by polarization crosstalk and channel imbalance, which propagate to the error of final remote sensing product",2019,Engineer_Info-science,6185507.0
299921,items,retain after,qualitative,0.9919999837875366,"In the first study, a pool of 81 items was generated and after qualitative analysis and pilot study, 53 items were retained for exploratory factor analysis",2019,Maths_Biology,8802074.0
299922,participants,conduct,tasks,0.8942434158739456,"Electroencephalography (EEG), with motion data as participants conduct tasks with near-natural behavior",2019,Biology_Info-science,119554.0
299924,Maximum Likelihood,diketahui,variabel,0.9538406488678464,"Hasil perhitungan MLE dapat digunakan fungsi produksi Frontier dengan metode MLE (Maximum Likelihood Estiamation diketahui variabel vanili, tepung tapioka dan tepung beras berpengaruh secara nyata terhadap produksi ledre pisang",2019,Maths_Biology,8808771.0
299925,decomposition,rely,blind source separation,0.944632568273826,"Within the field however, standard source decomposition and reconstruction pipelines largely rely on unsupervised blind source separation (BSS) approaches and do not consider movement information to guide the decomposition of oscillatory brain sources",2019,Biology_Info-science,119554.0
299929,individuals,move,neighborhood,0.9379034816638484,"Here we use a population model structured by groups, where individuals move inside a neighborhood forming groups, where the disease may be transmitted",2019,Maths_Biology,8832484.0
299931,disease,model,classical SIR,0.9180804252893388,"The population model is based on evolutionary graph theory and modeled by probabilistic cellular automata, and the disease is modeled by the classical SIR-model",2019,Maths_Biology,8832484.0
299932,Pengambilan sampel dilakukan,dengan,menggunakan metode,0.9329286852051248,Pengambilan sampel dilakukan dengan menggunakan metode purposive,2019,Biology_Info-science,123976.0
299934,population,use,analyze,0.9030401971054748,"A mean-field approach is presented in terms of ordinary differential equations, and population parameters are used to analyze the disease dynamic",2019,Maths_Biology,8832484.0
299940,data set,include,study,0.9111779447320654,"This data set includes all data associated with the study, ""Taking aversive action: an experimental investigation into the negotiation of bodily limits",2019,Biology_Info-science,136034.0
299941,target,configure,parallel,0.9111779447320654,"2 kV SiC devices, the target system is configured by input-series output-parallel (ISOP) multi-module structure",2019,Engineer_Info-science,6272923.0
299942,Study,evaluate,temporal stability,0.8952588623679987,"Study 2, evaluated the temporal stability using a sample of 107 participants (r test-retest, ranged from",2019,Maths_Biology,8838713.0
299950,results,base,data,0.9030401971054748,This algorithm is used to predict future results based on previous data,2019,Maths_Biology,8882904.0
299951,strain,sense,human motion,0.9030401971054748,The strain sensing and other performance of the sensor were measured and human motion tracking applications were tried,2019,Engineer_Info-science,6287043.0
299952,molecular systems,use,formalism,0.9030401971054748,Abstract We present the theory and the analytical and numerical solution for the calculation of the oscillator and rotatory strengths of molecular systems using a state-specific formalism,2019,Biology_Info-science,152707.0
299959,univariate,include,multivariate,0.944632568273826,"In the adoption phase, all significant univariate mediators (self-efficacy, cognitive and behavioral processes and decisional balance cons) were included in the multivariate model",2019,Maths_Biology,8918191.0
299962,model,train,transcriptions,0.9111779447320654,"Compared to a supervised model trained on transcriptions, our model matches human judgements better by some measures, especially in retrieving non-verbatim semantic matches",2019,Biology_Info-science,166454.0
299964,issues,result,operation,0.8906741941974339,This paper investigates the ever-challenging Electro-magnetic Compatibility (EMC) issues resulted from the unbalanced operation of SOP,2019,Engineer_Info-science,6307762.0
299971,considerations,use,determine,0.9186941924198344,"The technique chosen is purposive sampling, because there are several considerations or criteria used to determine sample members and samples that are easily found",2019,Maths_Biology,8960546.0
299974,Teknik,sample,dalam penelitian ini,0.919775969655244,Teknik sampling dalam penelitian ini adalah non-probability sampling,2019,Maths_Biology,8960546.0
299976,patterns,see,interests,0.8710592122254311,"Deterministic design of surface patterns has seen a surge of interests because of their wide applications in flexible and stretchable electronics, microfluidics, and optical devices",2019,Engineer_Info-science,6341779.0
299986,clinical notes,underused,structured data,0.9030401971054748,"However, clinical notes have been underused relative to structured data, because notes are high-dimensional and sparse",2019,Biology_Info-science,194544.0
299997,discussion,include,cassettes,0.8858799705138259,"The discussion included, in equal proportion, actual and imagined recording devices and cassettes",2019,Engineer_Info-science,6429641.0
300003,initiative,form,technology,0.9111779447320654,As early as 1971 there was the first initiative to form cassette technology to businesses,2019,Engineer_Info-science,6429641.0
300005,influential parameters,choose,optimization,0.9256263201643982,"The influence of each rotor structural parameters on the force harmonic and output current was analyzed, and the four most influential parameters were chosen as the optimization variables",2019,Engineer_Info-science,6435098.0
300007,Multiple Linear Regression,analyze,data,0.9216169339561846,Multiple Linear Regression used to analyze the data,2019,Maths_Biology,9086736.0
300009,observations,assume,regression models,0.926410645929876,"We consider multi-task regression models where observations are assumed to be a linear combination of several latent node and weight functions, all drawn from Gaussian process (GP) priors that allow nonzero covariance between grouped latent functions",2019,Maths_Biology,9107174.0
300013,feedback,belong,cluster,0.9030401971054748,"Thus, we provide clustered feedback instead of individual feedback, however, since the feedback provided to a cluster is very similar to an individual feedback due to the high correlations amongst the feedback belonging to one cluster, we call it pseudo p",2019,Biology_Info-science,226693.0
300014,algorithm,build,account,0.9030401971054748,The algorithm is built with account for the latest publications on the standardization of reliability indices of machines and components at the initial stages of the project,2019,Engineer_Info-science,6444102.0
300020,Numerical results,predict,autonomous vehicles,0.7020398081927577,Numerical results from our model predict direct and indirect effects of connected and autonomous vehicles,2019,Engineer_Info-science,6464635.0
300022,proteome,increase,throughput,0.9331106581359484,"However, clinical proteome research demands increased sample throughput, making total analysis times above 120 min undesirable or even impossible",2019,Biology_Info-science,228572.0
300025,injection,evaluate,robustness,0.896604430840561,"Different injection methods (direct injection and injection using a novel type of trapping columns) were evaluated in terms of sample throughput, recovery and robustness",2019,Biology_Info-science,228572.0
300026,complexity,associate,electronic devices,0.9256263201643982,Issues of reliability and complexity of control are associated with active power electronic devices at such high power,2019,Engineer_Info-science,6487950.0
300027,filter bank,use,detection methods,0.9504803740229498,"Recently, filter bank analysis has been used in several detection methods to extract selective frequency features across multiple brain computer interface (BCI) modalities due to its effectiveness and simple structure",2019,Biology_Info-science,228965.0
300028,ANOVA,use,analyze,0.919775969655244,"Frequencies, percentages, means, standard deviation, independent t-test and One-Way ANOVA were used to analyze the data",2019,Maths_Biology,9227672.0
300029,impedance,obtain,porous media,0.9111779447320654,The methods is compared favourably against impedance tube data obtained for porous media which properties are relatively easy to measure using a standard laboratory setup,2019,Engineer_Info-science,6494615.0
300031,fractures,attract,interest,0.9642483672040388,Therein the phase-field modeling of fractures has attracted widespread interest by virtue of its outstanding performance in dealing with complex cracks,2019,Maths_Biology,9266950.0
300032,roles,play,human activity,0.8872966301155124,We explore role of software modeling in semiconductor manufacturing and contrast it with the roles that modeling plays in other fields of human activity,2019,Engineer_Info-science,6511877.0
300038,architecture design,call,Design,0.9250606141558616,The paper presents a computer-aided design (CAD) system for interior architecture design called Design3R,2019,Engineer_Info-science,6525670.0
300044,classification,universally use,breathlessness,0.9266232318014764,NYHA classification was universally used for breathlessness measurement,2019,Biology_Info-science,246360.0
300046,group,use,clamps,0.9329286852051248,"Strains were measured for the NT group using the digital image correlation technique and axial displacements of hook clamps were measured for the NT, LT, and CT groups in the LD and CD",2019,Biology_Info-science,252350.0
300047,special cases,happen,table,0.9374058759955192,The proposed method has advantage when the first special case happens and/or both the first and second special cases happen in the Routh table,2019,Maths_Biology,9326587.0
300051,robotic arm,generate,dimensional,0.9607634803340638,In a laboratory experiment where a 6-df robotic arm generated three-dimensional motion at three different frequencies (2,2019,Engineer_Info-science,6584720.0
300053,numerical examples,give,predictions,0.943298909360718,"Finally, numerical examples are given to confirm analytic predictions",2019,Maths_Biology,9347735.0
300054,soft robot,possess,robust control,0.9111779447320654,The soft robot possesses robust control with untethered operation and stable actuating cycles,2019,Engineer_Info-science,6621588.0
300056,monitoring,require,measurement error,0.8876082651439079,"Modelling monitoring data requires knowledge of the natural history of disease, test performance and measurement error; such evaluation enables selection of evidence-based monitoring strategies prior to full-scale investigation",2019,Maths_Biology,9375766.0
300063,planners,consider,flexibility,0.9030401971054748,Event and venue planners must consider the scheduling flexibility of each event and determine the flexibility that bundles might have in event membership,2019,Engineer_Info-science,6630615.0
300069,female participants,rat,robots,0.9030401971054748,"Findings showed that the gender of robot did not influence the rated persuasiveness of the robot, and female participants rated the robots as more credible than men in part",2019,Engineer_Info-science,6633430.0
300072,male subjects,donate,money,0.9186941924198344,"Subjects tended to rate the robot of the same gender as more persuasive than the robot of opposite gender, but male subjects in fact donated more money to female robots, while female subjects showed little preference",2019,Engineer_Info-science,6633430.0
300075,signal,compose,frequency components,0.9030401971054748,"First, a signal composed of two frequency components is set, and then it is fed to all the fans for three kinds of arrangements of phases",2019,Engineer_Info-science,6646341.0
300076,experiments,require,participants,0.8912860494278598,"When realistic levels of risk aversion are important, experiments should require participants to earn their stakes",2019,Maths_Biology,9460596.0
300079,data,compare,groups,0.9030401971054748,The data were compared between the two groups by using two independent sample t test,2019,Maths_Biology,9508859.0
300084,Multiple sensors,send,measurement,0.8702469497263584,Multiple sensors send their state measurement data to a remote estimator using a shared wireless communication channel,2019,Engineer_Info-science,6655751.0
300087,transmission,affect,transmission power,0.9320111551042786,"Since the transmission process of one sensor may be affected by the transmission power used by other sensors, all the sensors need to optimize their transmission strategies to achieve better performance",2019,Engineer_Info-science,6655751.0
300090,optical wireless,treat,channel,0.9256263201643982,"Therefore, an indoor optical wireless channel can be treated as a slowly varying channel as its delay spread is typically in the order of nanoseconds",2019,Engineer_Info-science,6663014.0
300091,dependent,collect,questionnaire,0.9030401971054748,It is a quasi-experimental study with the aim of identifying differences between independent variables and dependent data collected by questionnaire,2019,Maths_Biology,9552563.0
300101,system,have,signature,0.9315526874932588,"Online debit cards are considered superior because the PIN system has more security than signature system, which is used in offline debit cards",2019,Engineer_Info-science,6741320.0
300106,method,reduce,optimization,0.9030401971054748,"Compared with conventional genetic algorithm based method, this method reduces the optimization time and is more robust",2019,Maths_Biology,9563494.0
300118,PID controllers,widely use,engineering fields,0.9030401971054748,PID controllers have been widely used in various engineering fields,2019,Engineer_Info-science,6840688.0
300121,controller,test,insulin,0.9524232899707616,Then the controller is tested on DC motor model and T1DM insulin control in purpose of understanding this controller and conventional controller,2019,Engineer_Info-science,6840688.0
300122,kinetic model,employ,software,0.9186941924198344,A cure kinetic model has been employed by the software which illustrates the matrix behavior during cure,2019,Maths_Biology,9715070.0
300125,method,use,study,0.9030401971054748,The method used in this study was pure experimental by using instruments in the form of tests and questionnaires,2019,Maths_Biology,9739898.0
300128,Os modelos,nesta,teoria,0.9004708924659899,"Os modelos probabilisticos baseados nesta teoria visam predizer, a partir de um conjunto de valores maximos de um processo ambiental registrado num periodo relativamente curto (30 anos, por exemplo), os valores maximos esperados em um periodo maior (50, 1",2019,Maths_Biology,9768112.0
300135,information,provide,stand,0.8700911866393585,This table information is also provided as a stand-alone table named: ACS_B19101F_FAMILYINCOMEOTHERRACE,2019,Biology_Info-science,353353.0
300136,impedance,obtain,time,0.896604430840561,"battery impedance phase, can be obtained within a short time during the online operation of the system",2019,Engineer_Info-science,6865877.0
300139,application,involve,simulator,0.9250606141558616,The second application involves the robotics simulator tool V-Rep,2019,Engineer_Info-science,6873354.0
300140,Correct functionality,measure,samples,0.9030401971054748,Correct functionality was measured in all samples,2019,Biology_Info-science,357775.0
300147,epidemic model,base,network,0.9111779447320654,"Hence, in this paper, we build an epidemic model based on a directed interconnected network, which can be considered as the generalization of undirected networks and bipartite networks",2019,Maths_Biology,9879466.0
300148,intelligent,base,industrial robot,0.9186941924198344,"In order to solve the problem of low-efficiency in the manual operation process of nameplate pasting for sand mold, an intelligent simulation system based on visual sensing and industrial robot is designed to paste nameplate on sand molds, and a deep rein",2019,Engineer_Info-science,6907710.0
300153,sensors,deplete quickly,energy,0.8563581143597716,"Unequal load on sensors deplete their energy quickly, which may interrupt the operations in the network",2019,Engineer_Info-science,6937176.0
300162,Flexible electronic devices,receive,attention,0.9111779447320654,Flexible electronic devices have received more and more attention,2019,Engineer_Info-science,6944631.0
300169,researcher,collect,data,0.9030401971054748,The researcher has collected the data by giving pre-test and posttest to the sample,2019,Maths_Biology,9966140.0
300171,pricing policies,set,pricing decisions,0.9126241552108846,"To address this challenge, we propose pricing policies that concurrently perform clustering over products and set individual pricing decisions on the fly",2019,Engineer_Info-science,6949074.0
300173,detectors,verify,Monte Carlo simulations,0.9199569125504766,"We obtain analytical expressions for the probabilities of detection (PDs) and probabilities of false alarm (PFAs) of the three proposed detectors, which are verified by Monte Carlo simulations",2019,Maths_Biology,9990337.0
300174,product demand,come,multiple,0.9111779447320654,"We evaluate the algorithms using the regret, and the result shows that when product demand functions come from multiple clusters, our algorithms significantly outperform traditional single-product pricing policies",2019,Engineer_Info-science,6949074.0
300176,task,learn,scratch,0.7955801501517452,"On the real robot we show that the task can be learned from-scratch, i",2019,Engineer_Info-science,6964992.0
300179,measurements,perform,anechoic chamber,0.9030401971054748,Frequency-domain measurements have been performed in an anechoic chamber using a Vector Network Analyser arrangement to obtain the transfer function (S21) between two antennas,2019,Engineer_Info-science,6969621.0
300181,stress concentrations,associate,nodes,0.9111779447320654,", junctions) on the mechanical response of lattice architectures, we propose alternative node-less geometries that eliminate the stress concentrations associated with nodes to provide extreme resilience",2019,Engineer_Info-science,7012818.0
300191,correction,extract,Word2Vec,0.9250606141558616,"For a selected misspelled word, candidate correction words are extracted through the improved Word2Vec",2019,Biology_Info-science,445072.0
300196,Finite element analysis,conduct,estimate,0.9111779447320654,Finite element analysis was conducted to estimate the sensor behavior,2019,Engineer_Info-science,7033659.0
300197,information,improve,efficiency,0.9052256377408016,The review of information provided in a well-structured regulatory activity will improve the efficiency of the screening and review of that regulatory activity,2019,Biology_Info-science,469871.0
300199,prototypes,fabricate,microfabrication,0.9266232318014764,Sensor prototypes were fabricated by microfabrication technology,2019,Engineer_Info-science,7033659.0
300200,networks,result,mutational,0.8872966301155124,"Using deterministic population models it has been shown that selection favors genotypes inside such networks, which results in increased mutational robustness",2019,Biology_Info-science,1051689.0
300201,standard deviations,become,insignificant,0.9329156546550058,01 standard deviations) and become insignificant when not controlling for covariates or using an alternative method of inference,2019,Maths_Biology,10165544.0
300204,study,use,panel data analysis,0.9180804252893388,This study uses panel data analysis Multiple Linear Regression analysis tools,2019,Maths_Biology,10176554.0
300205,orthosis,model,planar,0.9030401971054748,The orthosis and its user are modeled as a three-link planar robot,2019,Engineer_Info-science,7038764.0
300214,Smart sensors,alert,user,0.944056173886228,Smart sensors in the meters will alert the user once the usage crossed beyond specified limit,2019,Engineer_Info-science,7060341.0
300216,alignment,restrict,responses,0.8817598924294554,This account predicts that alignment effects are restricted to responses with the left and right hand,2019,Maths_Biology,10226257.0
300222,antenna element,operate,dominate,0.9485479188231728,"Accordingly, the DDP antenna element operating at the dominate TM101 mode (cavity mode) is designed, which is fed by the substrate-integrated strip line (SISL) through a feeding slot",2019,Engineer_Info-science,7133363.0
300226,histograms,concatenate,single feature,0.9273654201649132,"Thereafter, histograms of all the codes are generated and finally concatenated to form a single feature vector",2019,Maths_Biology,10231617.0
300228,cabinets,meet,anthropometry,0.9256263201643982,"Besides, the height and the length of the cabinets should meet the anthropometry of the filing officers",2019,Engineer_Info-science,7161317.0
300234,measurements,carry out,hardware,0.9105129651916236,"In order to capture a realistic behavior, the model has been derived from measurements carried out on a real Sigfox hardware module",2019,Engineer_Info-science,7167837.0
300240,versions,apply,stations,0.9256263201643982,Different versions of this model are applied to a set of 26 stations located in Switzerland,2019,Engineer_Info-science,7184686.0
300246,location aware,base,indoor positioning systems,0.9186941924198344,These location aware services should be based on indoor positioning systems,2019,Engineer_Info-science,7203246.0
300247,embed,obtain,amplicon,0.9199569125504766,"Here, we use Skip-Gram word2vec to embed k-mers, obtained from 16S rRNA amplicon surveys, and then leverage an existing sentence embedding technique to embed all sequences belonging to specific body sites or samples",2019,Biology_Info-science,526496.0
300255,women,felt,management,0.9046050353481976,"However, women felt intimidated by their male counterparts and also felt the management of water delivery was hijacked by men",2019,Engineer_Info-science,7221752.0
300256,inferential statistics,include,regression analyses,0.9186941924198344,"The specific descriptive statistics included mean, standard deviation and percentages, while the specific inferential statistics included correlation and regression analyses",2019,Maths_Biology,10400867.0
300262,algorithms,compare,predictive ability,0.8549841600184346,"However, different algorithms have rarely been compared in terms of their predictive ability",2019,Maths_Biology,10405506.0
300265,kinematic properties,derive,Data Analysis Pipeline,0.9250606141558616,"In this paper, we study the reliability of the emission-line fluxes and kinematic properties derived by the MaNGA Data Analysis Pipeline (DAP)",2019,Maths_Biology,10432055.0
300269,angket dan wawancara,kelas,VIII,0.9374058759955192,angket dan wawancara terhadap siswa kelas VIII-F,2019,Biology_Info-science,544393.0
